Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,R preference re: work hrs and money,Rs job is secure,Rs income is high,R has opportunity to advance,Rs job is interesting,R can work independently,R helps others in job,Rs job is useful to society,How often does work exhaust r,Which job would you prefer               ,I am proud of the type of work i do,Have you ever had a paid job for 1 year or+,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010),Respondents income,Stress at work in past 2 wks,I see myself as successful,I am meeting my current goals,Use internet/apps more than occassionally,Use internet/apps from phone or tablet,Used internet/apps yesterday,Use twitter,Use facebook,Use instagrm,Use linkedin,Use snapchat,Use tumblr,Use whatsapp,Use googlesn,Use pinterst,Use flickr,Use vine,Use clssmtes,Minutes of internet use on weekdays,Hours of internet use on weekdays,Minutes of internet use on weekends,Hours of internet use on weekends,How are you paid,How many hrs/week do you usually work,Most hrs/week worked in past month,Fewest hrs/week worked in past month,How much time felt depressed in past wk,How much time sleep was restless in past wk,How much time felt happy in past wk,How much time felt lonely in past wk,How much time felt sad in past wk,Importance of flexible hrs. at work,Importance of personal contact at work,How often do you work from home,Do you work weekends,How are your working hours decided,What is your working schedule,I would change my work for something different,Did you work multiple jobs in past yr,How much earned from additional jobs in past yr,Job satisfaction,Type of structure in which the respondent lives
2016,2089,Working fulltime,70,Not applicable,Not applicable,Self-employed,Not applicable,Not applicable,"Managers, all other",2,33,12,High school,Male,White,Yes,3,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Very happy,Excellent,Exciting,Most important,52,Full-time,Satisfied,Average,Yes,Hard work,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Strongly agree,Neither,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,A full time job,Strongly agree,Not applicable,Not applicable,Not applicable,1st person,-1,1983,Ballot c,0,67.7,$60000 to 74999,Not applicable,Definitely true,Definitely true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,No,No,No,No,No,30,0,30,0,Salary,60,70,40,None or almost none of the time,Some of the time,All or almost all of the time,None or almost none of the time,None or almost none of the time,Not important,Not important,Hardly ever,Often,I have a schedule where daily working times are decided at short notice by my employer,"I have a regular schedule or shift (daytime, evening, or night)",Strongly disagree,"Yes, during all of that period",Much less than from main job,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2090,Keeping house,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,Construction laborers,5,36,10,High school,Male,White,Yes,7,4,Don't know,Not applicable,Not applicable,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,3rd important,0,Not applicable,Not at all sat,Below average,Yes,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A full time job,Not applicable,Yes,Not applicable,Pays rent,4th person,-1,1980,Ballot b,0,25.2,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,No,No,No,No,No,0,6,0,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Important,Neither important nor unimportant,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2094,School,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,"Office clerks, general",0,22,16,Bachelor,Male,Black,Yes,2,No answer,Refused,$1000 to 2999,Not applicable,Not applicable,Too little,Very happy,Excellent,Exciting,2nd important,52,Part-time,No answer,Average,Yes,Hard work,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A full time job,Not applicable,Yes,Not applicable,Not applicable,1st person,-1,1994,Ballot c,0,35.8,$1 000 to 2 999,A moderate amount of stress,Somewhat true,Slightly true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,0,6,0,3,Not applicable,Not applicable,Not applicable,Not applicable,None or almost none of the time,None or almost none of the time,Most of the time,None or almost none of the time,None or almost none of the time,Important,Important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2099,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Tellers,2,35,9,High school,Female,White,Yes,3,1,$20000 - 24999,$20000 - 24999,Not applicable,Not applicable,Too much,Pretty happy,Good,Routine,2nd important,52,Full-time,More or less,Below average,No,Hard work,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Often,A full time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1981,Ballot c,0,20.8,$20000 to 22499,A moderate amount of stress,Slightly true,Slightly false,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,No,Yes,No,No,No,0,3,0,2,By the hour,40,41,40,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Neither important nor unimportant,Neither important nor unimportant,Hardly ever,Never,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Disagree,No,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2105,Working fulltime,41,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Clinical laboratory technologists and technicians,0,30,15,Junior college,Male,White,Yes,2,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Routine,Not applicable,52,Full-time,Not at all sat,Average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Associate's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1986,Ballot a,0,60.5,$35000 to 39999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2106,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Inspectors, testers, sorters, samplers, and weighers",1,31,17,Bachelor,Female,White,Yes,2,0,$15000 - 19999,Not applicable,Not applicable,Not applicable,Too little,Not too happy,Good,Exciting,3rd important,0,Not applicable,Not at all sat,Far below average,Yes,Both equally,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A full time job,Not applicable,Yes,Not applicable,Not applicable,1st person,-1,1985,Ballot c,0,38.1,Not applicable,A lot of stress,Mostly false,Mostly false,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,0,5,0,4,Not applicable,Not applicable,Not applicable,Not applicable,Some of the time,Most of the time,All or almost all of the time,None or almost none of the time,Some of the time,Neither important nor unimportant,Important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2107,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Locksmiths and safe repairers,2,35,12,High school,Male,White,Yes,4,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Too little,Very happy,Fair,Exciting,Not applicable,52,Full-time,Satisfied,Above average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,-1,1981,Ballot a,0,35.1,$50000 to 59999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderately satisfied,DETACHED SINGLE FAMILY HOUSE
2016,2115,Working parttime,31,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Cooks,2,33,13,High school,Male,Other,No,2,1,$10000 - 14999,$10000 - 14999,Not applicable,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,Most important,52,Full-time,More or less,Below average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,More hrs & money,Strongly agree,Agree,Neither,Disagree,Strongly disagree,Agree,Agree,Sometimes,A full time job,Not agree/dsagre,Not applicable,A u.s. citizen,Pays rent,1st person,-1,1983,Ballot b,0,13.6,$10000 to 12499,Not applicable,Not applicable,Not applicable,Yes,Yes,"No, did not use internet yesterday",Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,0,4,0,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very important,Very important,Hardly ever,Always,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Agree,"Yes, during some of that period",Less than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2116,Working parttime,19,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Food preparation workers,1,29,11,Lt high school,Female,White,Yes,2,1,$1000 to 2999,$1000 to 2999,Not applicable,Not applicable,Not applicable,Not too happy,Poor,Routine,Most important,30,Part-time,Not at all sat,Below average,Yes,Hard work,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,More hrs & money,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Always,A full time job,Strongly agree,Not applicable,Not applicable,Not applicable,1st person,-1,1987,Ballot c,0,13.6,$1 000 to 2 999,Not applicable,Definitely false,Definitely false,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,Yes,No,No,No,No,0,12,0,12,By the hour,18,18,15,All or almost all of the time,Most of the time,Some of the time,Some of the time,Most of the time,Very important,Important,Never,Never,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Agree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2120,Working parttime,No answer,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Tellers,3,31,13,High school,Female,White,Yes,5,2,$25000 or more,Not applicable,Not applicable,Not applicable,About right,Very happy,Not applicable,Not applicable,2nd important,5,Part-time,More or less,Below average,No,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Neither,Disagree,Strongly agree,Neither,Strongly agree,Strongly agree,Agree,Always,No paid job,Agree,Not applicable,Not applicable,Own or is buying,2nd person,-1,1985,Ballot b,0,20.8,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,0,3,0,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Important,Important,Always,Sometimes,I have a schedule where daily working times are decided at short notice by my employer,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Neither agree nor disagree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2152,Working fulltime,50,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Maids and housekeeping cleaners,0,22,12,High school,Male,White,No,4,2,$1000 to 2999,Not applicable,Not applicable,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,Most important,6,Full-time,Satisfied,Below average,Yes,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Often,Not applicable,Not applicable,More hrs & money,Neither,Neither,Neither,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Job less 10/wk,Agree,Not applicable,Not a u.s. citizen,Pays rent,3rd person,-1,1994,Ballot b,0,12.6,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,0,1,0,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very important,Very important,Often,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Agree,No,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
