Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010)
2010,1000,Working fulltime,47,Not applicable,Not applicable,Someone else,Secretaries,Legal services,Secretaries and administrative assistants,3,43,13,High school,Female,White,Yes,2,2,$25000 or more,$25000 or more,$60000 to 74999,$60000 to 74999,Not applicable,Pretty happy,Not applicable,Not applicable,Least important,52,Full-time,More or less,Above average,No,Not applicable,Somewhat worse,"Regular, permanent employee",7,Day shift,3,Never,Not applicable,Yes,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Very true,Very true,About as much as you deserve,Yes,Good,2,1,1,Sometimes,No,Often,Very satisfied,Private company,Often,Not applicable,Not applicable,Not applicable,Pays rent,1st person,38.4,1967,Ballot b,436012,38.8
2010,1001,Working fulltime,50,Not applicable,Not applicable,Someone else,"Health aids, except nursing",Hospitals,Biological technicians,0,62,15,Junior college,Female,Black,Yes,2,2,$25000 or more,$25000 or more,$60000 to 74999,$30000 to 34999,Too little,Very happy,Not applicable,Not applicable,2nd important,52,Full-time,Satisfied,Average,No,Not applicable,Somewhat better,"Regular, permanent employee",31,Night shift,3,A few times a year,Worker wants to work at home,No,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Very true,Very true,Much less than you deserve,Yes,Good,2,0,1,Sometimes,No,Rarely,Very satisfied,Non-profit organization,Hardly ever,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,36.5,1948,Ballot b,292012,54.1
2010,1002,Working parttime,12,Not applicable,Not applicable,Someone else,"Cooks, except short order",Eating and drinking places,Cooks,0,24,12,High school,Male,White,Yes,2,2,$10000 - 14999,$6000 to 6999,$12500 to 14999,$6 000 to 6 999,Not applicable,Not too happy,Good,Dull,3rd important,28,Full-time,Not at all sat,Far above average,Yes,Hard work,About the same,"Regular, permanent employee",6-11.9 months,Night shift,2,Never,Not applicable,Yes,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Very true,Somewhat true,Much less than you deserve,No,Very good,2,30,5,Very often,No,Often,Not at all satisfied,Private company,Always,Yes,Not applicable,Not applicable,Not applicable,1st person,27.5,1986,Ballot c,352014,13.6
2010,1003,Retired,Not applicable,Not applicable,Yes,Someone else,"Supervisors and proprietors, sales occupations",Hardware stores,First-line supervisors of retail sales workers,2,61,12,High school,Female,White,Yes,3,1,Don't know,Not applicable,Don't know,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,2nd important,0,Not applicable,More or less,Average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,3rd person,50.7,1949,Ballot b,491011,43
2010,1004,Working parttime,24,Not applicable,Not applicable,Someone else,Welfare service aides,"Health services, n.e.c.","Nursing, psychiatric, and home health aides",1,45,13,High school,Female,White,Yes,1,1,$10000 - 14999,$10000 - 14999,$10000 to 12499,$10000 to 12499,Too little,Not too happy,Fair,Dull,4th important,52,Part-time,Not at all sat,Below average,Yes,Hard work,Much worse,Paid by a temporary agency,2,Day shift,0,Never,Not applicable,No,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Very true,Not at all true,Much less than you deserve,No,Fair,30,0,15,Very often,Yes,Often,Not at all satisfied,Private company,Always,No,Not applicable,Not applicable,Not applicable,1st person,31.2,1965,Ballot c,311011,24.2
2010,1005,Retired,Not applicable,Not applicable,Yes,Someone else,Sheetmetal duct installers,Construction,Sheet metal workers,4,74,13,High school,Male,White,Yes,1,0,$25000 or more,Not applicable,$35000 to 39999,Not applicable,Not applicable,Pretty happy,Fair,Exciting,Not applicable,0,Not applicable,Satisfied,Below average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,37.4,1936,Ballot a,472211,34.1
2010,1006,Working fulltime,45,Not applicable,Not applicable,Someone else,"Health technologists and technicians, n.e.c.","Agricultural services, except horticultural",Health practitioner support technologists and technicians,0,27,17,Junior college,Female,White,Yes,2,2,$25000 or more,$20000 - 24999,$50000 to 59999,$22500 to 24999,Not applicable,Pretty happy,Excellent,Routine,2nd important,52,Full-time,More or less,Average,No,Hard work,Much better,"Regular, permanent employee",4,Day shift,4,Never,Not applicable,No,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat true,Very true,Somewhat less than you deserve,Yes,Excellent,0,0,0,Sometimes,No,Rarely,Somewhat satisfied,Private company,Sometimes,No,Associate's,Not applicable,Not applicable,2nd person,50.7,1983,Ballot c,319096,37.2
2010,1007,Retired,Not applicable,Not applicable,Yes,Someone else,Insurance sales occupations,Insurance,Real estate brokers and sales agents,4,72,16,Bachelor,Male,White,Yes,2,0,$25000 or more,Not applicable,$50000 to 59999,Not applicable,Not applicable,Very happy,Not applicable,Not applicable,3rd important,0,Not applicable,More or less,Above average,No,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,65.8,1938,Ballot b,413021,56.9
2010,1008,Working fulltime,60,Not applicable,Not applicable,Self-employed,Private household cleaners and servants,Private households,Maids and housekeeping cleaners,0,58,16,Bachelor,Female,White,Yes,1,1,$25000 or more,$25000 or more,$35000 to 39999,$35000 to 39999,Too little,Very happy,Excellent,Exciting,3rd important,52,Full-time,More or less,Below average,No,Hard work,Much worse,Independent contractor/consultant/freelance worker,15,Day shift,4,About once a week,Worker wants to work at home,Yes,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Very true,Very true,About as much as you deserve,Yes,Excellent,0,0,0,Rarely,No,Rarely,Very satisfied,Private company,Hardly ever,No,Bachelor's,Not applicable,Not applicable,1st person,22.5,1952,Ballot c,372012,12.6
2010,1009,Working fulltime,30,Not applicable,Not applicable,Self-employed,Dentists,Offices of dentists,Dentists,4,45,20,Graduate,Male,White,Yes,1,1,$25000 or more,$25000 or more,$150000 or over,$150000 or over,Not applicable,Pretty happy,Fair,Exciting,Not applicable,49,Full-time,More or less,Far above average,Not applicable,Hard work,Not applicable,Independent contractor/consultant/freelance worker,10,Day shift,3,Never,Not applicable,No,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Very true,Very true,About as much as you deserve,Yes,Good,0,0,0,Sometimes,No,Sometimes,Very satisfied,Private company,Sometimes,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,96,1965,Ballot a,291022,92.1
2010,1010,Working fulltime,50,Not applicable,Not applicable,Someone else,"Managers and administrators, n.e.c.",Farm machinery and equipment,Miscellaneous assemblers and fabricators,0,49,18,Graduate,Male,White,Yes,2,2,$25000 or more,$25000 or more,$90000 to $109999,$60000 to 74999,Not applicable,Pretty happy,Good,Exciting,4th important,52,Full-time,More or less,Above average,Yes,Hard work,About the same,"Regular, permanent employee",7,Day shift,20,About once a week,Worker has to work at home to keep up with job,No,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Very true,Somewhat true,About as much as you deserve,Yes,Good,2,0,2,Often,No,Rarely,Somewhat satisfied,Private company,Often,Yes,Master's,Not applicable,Not applicable,2nd person,63.5,1961,Ballot c,511011,25
2010,1011,Working fulltime,50,Not applicable,Not applicable,Someone else,"Truck drivers, heavy",Trucking service,Driver/sales workers and truck drivers,2,51,12,High school,Male,White,Yes,3,3,Refused,Refused,Refused,Refused,Not applicable,Pretty happy,Excellent,Exciting,Not applicable,52,Full-time,More or less,Average,Not applicable,Hard work,Not applicable,"Regular, permanent employee",5,Day shift,2,Never,Not applicable,Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Very true,Somewhat true,About as much as you deserve,Yes,Very good,0,0,0,Often,No,Sometimes,Very satisfied,Private company,Hardly ever,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,31.5,1959,Ballot a,533033,32
2010,1012,Working fulltime,37,Not applicable,Not applicable,Someone else,Computer programmers,Insurance,"Software developers, applications and systems software",3,57,19,Graduate,Male,White,Yes,2,2,$25000 or more,$25000 or more,$150000 or over,$60000 to 74999,Not applicable,Very happy,Not applicable,Not applicable,3rd important,52,Full-time,Satisfied,Far above average,No,Not applicable,Much better,"Regular, permanent employee",14,Day shift,5,A few times a year,Worker wants to work at home,No,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Somewhat true,Somewhat true,About as much as you deserve,Yes,Very good,1,1,0,Rarely,Yes,Rarely,Very satisfied,Private company,Sometimes,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,76.3,1953,Ballot b,151021,87.9
2010,1013,Working fulltime,50,Not applicable,Not applicable,Someone else,"Sales rep., mining, manufacturing, and wholesale","Machinery, equipment, and supplies","Sales representatives,  wholesale and manufacturing",1,44,14,High school,Male,White,Yes,3,2,$25000 or more,$25000 or more,$75000 to $89999,$50000 to 59999,Too much,Very happy,Excellent,Exciting,4th important,52,Full-time,More or less,Above average,Yes,Both equally,Much better,"Regular, permanent employee",5,Day shift,0,About once a week,4,No,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Very true,Very true,About as much as you deserve,Yes,Excellent,0,0,0,Rarely,No,Sometimes,Very satisfied,Private company,Sometimes,Yes,Not applicable,Not applicable,Not applicable,1st person,64.1,1966,Ballot c,411011,62
2010,1014,Working fulltime,60,Not applicable,Not applicable,Someone else,"Managers, marketing, advertising, and public relations","Security, commodity brokerage, and investment companies",Marketing and sales managers,1,31,13,High school,Male,White,Yes,3,2,$25000 or more,$25000 or more,$40000 to 49999,$40000 to 49999,Not applicable,Pretty happy,Excellent,Routine,Not applicable,52,Full-time,Not at all sat,Below average,Not applicable,Hard work,Not applicable,"Regular, permanent employee",6,Day shift,20,A few times a year,Worker has to work at home to keep up with job,No,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Very true,Not too true,Much less than you deserve,Yes,Excellent,0,10,0,Very often,No,Rarely,Not too satisfied,Private company,Often,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,73.3,1979,Ballot a,431011,73.9
2010,1015,Keeping house,Not applicable,Not applicable,Yes,Someone else,General office clerks,Electronic computing equipment,Stock clerks and order fillers,2,39,13,High school,Female,White,Yes,4,1,$25000 or more,Not applicable,$50000 to 59999,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,3rd important,0,Not applicable,Not at all sat,Average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,37.7,1971,Ballot b,439061,23.8
2010,1016,Working fulltime,50,Not applicable,Not applicable,Someone else,"Sales workers, other commodities","Household appliances, tv, and radio stores",Retail salespersons,3,39,16,Bachelor,Male,White,Yes,2,2,$25000 or more,$25000 or more,$75000 to $89999,$50000 to 59999,Not applicable,Pretty happy,Not applicable,Not applicable,Most important,50,Full-time,Not at all sat,Average,Yes,Not applicable,About the same,"Regular, permanent employee",5,Day shift,2,About once a week,Worker wants to work at home,Yes,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Somewhat true,Somewhat true,About as much as you deserve,No,Good,0,0,0,Often,No,Sometimes,Somewhat satisfied,Private company,Sometimes,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,38.9,1971,Ballot b,414011,39.7
2010,1017,Retired,Not applicable,Not applicable,Yes,Someone else,"Machine operators, not specified",Sanitary services,Other healthcare practitioners and technical occupations,2,59,13,High school,Male,White,Yes,2,2,$25000 or more,$25000 or more,$75000 to $89999,$60000 to 74999,Not applicable,Pretty happy,Good,Exciting,2nd important,46,Full-time,More or less,Above average,Yes,Luck or help,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Not applicable,1st person,27.7,1951,Ballot c,499042,64.2
2010,1018,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,"Production inspectors, checkers, and examiners",Electric light and power,"Inspectors, testers, sorters, samplers, and weighers",2,33,14,High school,Male,White,Yes,3,1,$25000 or more,$25000 or more,$60000 to 74999,$60000 to 74999,Too much,Pretty happy,Good,Exciting,Not applicable,31,Full-time,Satisfied,Above average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Yes,Not applicable,Not applicable,Own or is buying,2nd person,32,1977,Ballot a,474011,38.1
